,index,Movie,P_Genre,S_Genre,T_Genre,Cluster_Id
1436,1453,minions: the rise of gru,4,2,2,8
1437,1454,sing 2,4,2,2,8
1438,1455,barbie,1,1,11,91
1439,1456,the bob's burgers movie,4,2,2,8
1440,1457,the bad guys,4,2,2,8
1441,1458,ghostbusters: afterlife,1,1,11,91
1442,1459,interstellar,1,3,7,86
1443,1460,harry potter and the sorcerer's stone,1,9,11,65
1444,1461,luck,4,2,2,8
1445,1462,minions,4,2,2,8
1446,1463,the goonies,1,1,12,28
1447,1464,back to the future,1,1,7,75
1448,1465,despicable me,4,2,2,8
1449,1466,deliverance,1,3,16,36
1450,1467,chip 'n dale: rescue rangers,4,2,2,8
1451,1468,inglourious basterds,1,3,15,62
1452,1469,turning red,4,2,2,8
1453,1470,the grand budapest hotel,1,1,1,0
1454,1471,777 charlie,1,1,5,42
1455,1472,thelma &amp; louise,1,15,5,48
1456,1473,fantastic beasts: the crimes of grindelwald,1,9,11,65
1457,1474,the princess bride,1,9,11,65
1458,1475,moana,4,2,2,8
1459,1476,the blue lagoon,1,3,6,86
1460,1477,the parent trap,1,1,5,42
1461,1478,prometheus,1,10,7,12
1462,1479,the lion king,4,2,5,73
1463,1480,scooby-doo,1,1,12,28
1464,1481,the railway children return,1,3,12,92
1465,1482,idiocracy,1,1,7,75
1466,1483,ad astra,1,3,10,74
1467,1484,sen to chihiro no kamikakushi,4,2,12,6
1468,1485,cruella,1,1,1,0
1469,1486,the little mermaid,1,9,11,65
1470,1487,cars,4,2,2,8
1471,1488,harry potter and the goblet of fire,1,9,11,65
1472,1489,despicable me 3,4,2,2,8
1473,1490,fantastic beasts and where to find them,1,9,11,65
1474,1491,the green knight,1,3,11,95
1475,1492,toy story,4,2,2,8
1476,1493,aladdin,1,1,12,28
1477,1494,ratatouille,4,2,2,8
1478,1495,the neverending story,1,3,12,92
1479,1496,the martian,1,3,7,86
1480,1497,despicable me 2,4,2,2,8
1481,1498,zootopia,4,2,2,8
1482,1499,harry potter and the deathly hallows: part 1,1,9,11,65
1483,1500,legend,1,11,6,69
1484,1501,harry potter and the chamber of secrets,1,9,11,65
1485,1502,harry potter and the deathly hallows: part 2,1,11,10,38
1486,1503,charlie and the chocolate factory,1,1,12,28
1487,1504,luca,4,2,2,8
1488,1505,beauty and the beast,1,9,11,65
1489,1506,into the wild,1,7,5,84
1490,1507,chef,1,1,5,42
1491,1508,disenchanted,4,2,2,8
1492,1509,the wizard of oz,1,9,11,65
1493,1510,frozen,4,2,2,8
1494,1511,the twilight saga: breaking dawn - part 2,1,3,11,95
1495,1512,harry potter and the prisoner of azkaban,1,9,11,65
1496,1513,e.t. the extra-terrestrial,1,9,7,70
1497,1514,green lantern: beware my power,4,2,7,5
1498,1515,finding nemo,4,2,2,8
1499,1516,hauru no ugoku shiro,4,2,12,6
1500,1517,almost famous,1,1,5,42
1501,1518,without a paddle,1,1,10,91
1502,1519,"the chronicles of narnia: the lion, the witch and the wardrobe",1,9,11,65
1503,1520,hunt for the wilderpeople,1,1,5,42
1504,1521,"monsters, inc.",4,2,2,8
1505,1522,jumanji,1,1,12,28
1506,1523,back to the future part ii,1,1,7,75
1507,1524,shrek,4,2,2,8
1508,1525,only angels have wings,1,3,6,86
1509,1526,inside out,4,2,2,8
1510,1528,untitled super mario project,4,2,2,8
1511,1529,coco,4,2,2,8
1512,1530,toy story 4,4,2,2,8
1513,1531,soul,4,2,2,8
1514,1532,wonka,1,1,12,28
1515,1533,lo imposible,1,3,14,62
1516,1534,paddington 2,1,1,12,28
1517,1535,pinocchio,1,1,5,42
1518,1536,wall·e,4,2,12,6
1519,1537,mononoke-hime,4,2,11,6
1520,1538,up,4,2,2,8
1521,1539,hook,1,1,12,28
1522,1540,cold mountain,1,3,14,62
1523,1541,tangled,4,2,2,8
1524,1542,labyrinth,1,9,11,65
1525,1543,cast away,1,3,6,86
1526,1544,alice in wonderland,1,9,11,65
1527,1545,the mitchells vs the machines,4,2,2,8
1528,1546,big fish,1,3,11,95
1529,1547,spaceballs,1,1,7,75
1530,1548,elf,1,1,12,28
1531,1549,the peanut butter falcon,1,1,5,42
1532,1550,galaxy quest,1,1,7,75
1533,1551,fear and loathing in las vegas,1,1,5,42
1534,1552,madagascar,4,2,2,8
1535,1553,cinderella,1,3,12,92
1536,1554,rebel moon,1,3,11,95
1537,1557,stardust,1,9,11,65
1538,1558,a bug's life,4,2,2,8
1539,1559,toy story 3,4,2,2,8
1540,1560,vesper,1,3,7,86
1541,1561,robin hood: men in tights,1,1,0,0
1542,1562,disney's snow white,1,3,12,92
1543,1563,dogma,1,1,5,42
1544,1564,adventures in babysitting,1,1,1,0
1545,1565,the beach,1,3,6,86
1546,1566,percy jackson &amp; the olympians: the lightning thief,1,9,11,65
1547,1569,life of pi,1,3,11,95
1548,1570,the secret life of walter mitty,1,1,5,42
1549,1571,blood diamond,1,3,16,36
1550,1572,clifford the big red dog,4,2,2,8
1551,1573,apollo 13,1,3,14,62
1552,1574,sausage party,4,2,2,8
1553,1575,finch,1,3,7,86
1554,1576,holes,1,1,5,42
1555,1577,miss peregrine's home for peculiar children,1,3,12,92
1556,1578,who framed roger rabbit,4,2,2,8
1557,1579,the emperor's new groove,4,2,2,8
1558,1580,frozen ii,4,2,2,8
1559,1581,rv,1,1,12,28
1560,1582,bill &amp; ted face the music,1,1,13,28
1561,1583,into the woods,1,1,5,42
1562,1584,toy story 2,4,2,2,8
1563,1585,wreck-it ralph,4,2,2,8
1564,1586,tarzan,4,2,2,8
1565,1587,ice age,4,2,2,8
1566,1588,night at the museum,1,1,12,28
1567,1589,the great escape,1,3,14,62
1568,1590,enchanted,4,2,2,8
1569,1591,ryû to sobakasu no hime,4,2,5,73
1570,1592,monty python and the holy grail,1,1,11,91
1571,1593,maleficent,1,9,11,65
1572,1594,fantastic mr. fox,4,2,2,8
1573,1595,lawrence of arabia,1,7,5,84
1574,1596,robots,4,2,2,8
1575,1597,space jam: a new legacy,4,2,2,8
1576,1598,dances with wolves,1,3,9,74
1577,1599,"o brother, where art thou?",1,1,1,0
1578,1600,paddington,1,1,12,28
1579,1601,brave,4,2,2,8
1580,1602,the princess and the frog,4,2,2,8
1581,1603,peter pan,1,9,11,65
1582,1604,the jungle book,1,3,12,92
1583,1605,bill &amp; ted's excellent adventure,1,1,13,28
1584,1606,shrek 2,4,2,2,8
1585,1607,puss in boots: the last wish,4,2,2,8
1586,1608,treasure planet,4,2,12,6
1587,1609,tom &amp; jerry,4,2,2,8
1588,1610,against the ice,1,3,14,62
1589,1611,the call of the wild,1,3,12,92
1590,1612,the twilight saga: new moon,1,3,11,95
1591,1613,australia,1,3,6,86
1592,1614,dolittle,1,1,12,28
1593,1615,hopper et le hamster des ténèbres,4,2,2,8
1594,1616,cars 3,4,2,2,8
1595,1617,the lost city of z,1,7,5,84
1596,1618,barbarella,1,1,11,91
1597,1619,cloudy with a chance of meatballs,4,2,2,8
1598,1620,the twilight saga: breaking dawn - part 1,1,3,11,95
1599,1621,oz the great and powerful,1,9,11,65
1600,1622,weekend at bernie's,1,1,1,0
1601,1623,"honey, i shrunk the kids",1,1,12,28
1602,1624,jeremiah johnson,1,3,9,74
1603,1625,ferdinand,4,2,2,8
1604,1626,cars 2,4,2,2,8
1605,1627,explorers,1,1,12,28
1606,1628,finding dory,4,2,2,8
1607,1629,the secret life of pets,4,2,2,8
1608,1630,the abyss,1,3,10,74
1609,1631,excalibur,1,3,11,95
1610,1632,the nightingale,1,3,16,36
1611,1633,homeward bound: the incredible journey,1,1,5,42
1612,1634,cheaper by the dozen,1,1,12,28
1613,1635,the ten commandments,1,3,12,92
1614,1636,the hitchhiker's guide to the galaxy,1,1,7,75
1615,1637,ralph breaks the internet,4,2,2,8
1616,1638,back to the future part iii,1,1,7,75
1617,1639,super mario bros.,1,1,12,28
1618,1640,hugo,1,3,12,92
1619,1641,the bridge on the river kwai,1,3,15,62
1620,1642,onward,4,2,2,8
1621,1643,paw patrol: the movie,4,2,2,8
1622,1644,epic movie,1,1,11,91
1623,1645,home alone 2: lost in new york,1,1,1,0
1624,1646,rio,4,2,2,8
1625,1647,barry lyndon,1,3,15,62
1626,1648,isle of dogs,4,2,2,8
1627,1649,"lyle, lyle, crocodile",4,2,2,8
1628,1650,the croods: a new age,4,2,2,8
1629,1651,the prince of egypt,4,2,5,73
1630,1652,the fall,1,3,11,95
1631,1653,la montaña sagrada,1,3,11,95
1632,1654,paul,1,1,7,75
1633,1655,home,4,2,2,8
1634,1656,anastasia,4,2,5,73
1635,1657,alvin and the chipmunks,4,2,2,8
1636,1659,monsters university,4,2,2,8
1637,1660,bolt,4,2,2,8
1638,1661,bee movie,4,2,2,8
1639,1662,the big sky,1,3,9,74
1640,1663,ron's gone wrong,4,2,2,8
1641,1664,elemental,4,2,2,8
1642,1665,pocahontas,4,2,5,73
1643,1666,maleficent: mistress of evil,1,9,11,65
1644,1667,back to the outback,4,2,2,8
1645,1668,space jam,4,2,2,8
1646,1669,night at the museum: secret of the tomb,1,1,12,28
1647,1670,papillon,1,7,1,57
1648,1671,voyagers,1,6,16,77
1649,1672,vivo,4,2,2,8
1650,1673,american honey,1,3,6,86
1651,1674,the sand pebbles,1,3,6,86
1652,1675,seven years in tibet,1,7,5,84
1653,1676,popeye,1,1,12,28
1654,1677,mary poppins returns,1,1,12,28
1655,1678,spartacus,1,7,5,84
1656,1679,wild,1,7,5,84
1657,1680,the boss baby: family business,4,2,2,8
1658,1681,trolls world tour,4,2,2,8
1659,1682,hector and the search for happiness,1,1,5,42
1660,1683,far and away,1,3,6,86
1661,1684,a series of unfortunate events,1,1,12,28
1662,1685,meet the robinsons,4,2,2,8
1663,1686,happy feet,4,2,2,8
1664,1687,fireheart,4,2,2,8
1665,1688,the happening,1,6,16,77
1666,1689,the cat in the hat,1,1,12,28
1667,1690,your highness,1,1,11,91
1668,1691,percy jackson: sea of monsters,1,9,11,65
1669,1692,the golden compass,1,9,11,65
1670,1693,dead man,1,3,11,95
1671,1694,the boss baby,4,2,2,8
1672,1695,eddie the eagle,1,7,2,57
1673,1696,the day the earth stood still,1,3,7,86
1674,1697,the bucket list,1,1,5,42
1675,1698,shark tale,4,2,2,8
1676,1699,trolls,4,2,2,8
1677,1700,star trek: the motion picture,1,10,7,12
1678,1701,time bandits,1,1,11,91
1679,1702,snow white and the seven dwarfs,4,2,12,6
1680,1703,christopher robin,1,1,5,42
1681,1704,the midnight sky,1,3,7,86
1682,1705,free willy,1,3,12,92
1683,1706,dinosaur,4,2,5,73
1684,1707,speed racer,3,2,2,32
1685,1708,the 5th wave,3,2,7,5
1686,1709,the chronicles of narnia: the voyage of the dawn treader,1,9,11,65
1687,1710,django/zorro,1,3,9,74
1688,1711,the road to el dorado,4,2,2,8
1689,1712,wish dragon,4,2,2,8
1690,1713,around the world in 80 days,1,1,12,28
1691,1714,lara croft tomb raider: the cradle of life,3,2,11,44
1692,1715,the searchers,1,3,9,74
1693,1716,the adventures of tintin,4,4,4,13
1694,1717,r.i.p.d.,3,2,2,32
1695,1718,rambo iii,3,2,16,33
1696,1719,pushpa: the rise - part 1,3,2,1,66
1697,1720,beavis and butt-head do america,4,2,2,8
1698,1721,the edge,3,2,5,37
1699,1722,the lorax,4,2,2,8
1700,1723,i am number four,3,2,7,5
1701,1724,land of the lost,3,2,2,32
1702,1725,the misfits,1,1,16,36
1703,1726,shrek the third,4,2,2,8
1704,1727,the book of life,4,2,2,8
1705,1728,4: rise of the silver surfer,3,2,11,44
1706,1729,chicken little,4,2,2,8
1707,1730,shrek forever after,4,2,2,8
1708,1731,gemini man,3,2,7,5
1709,1732,the rundown,3,2,2,32
1710,1733,the darjeeling limited,1,1,5,42
1711,1734,heavy metal,4,2,11,6
1712,1735,pee-wee's big adventure,1,1,12,28
1713,1736,act of valor,3,2,16,33
1714,1737,the mexican,1,1,1,0
1715,1738,chitty chitty bang bang,1,9,11,65
1716,1739,beowulf,4,4,4,13
1717,1740,the mosquito coast,1,3,16,36
1718,1742,101 dalmatians,1,1,1,0
1719,1743,the sorcerer's apprentice,3,2,12,68
1720,1744,majo no takkyûbin,4,2,12,6
1721,1745,gake no ue no ponyo,4,2,2,8
1722,1746,apollo 10 1/2: a space age adventure,4,2,5,73
1723,1747,shamshera,3,2,5,37
1724,1748,the pink panther,1,1,1,0
1725,1749,true grit,1,3,9,74
1726,1750,the 13th warrior,3,2,14,52
1727,1751,mortdecai,3,2,2,32
1728,1752,the aristocats,4,2,2,8
1729,1753,rise of the guardians,4,4,4,13
1730,1754,the missing,1,14,9,50
1731,1755,spy kids 3: game over,3,2,2,32
1732,1756,night at the museum: battle of the smithsonian,1,1,12,28
1733,1757,injustice,4,4,4,13
1734,1758,the emoji movie,4,2,2,8
1735,1759,alice through the looking glass,1,9,11,65
1736,1760,the croods,4,2,2,8
1737,1761,johnny english,3,2,2,32
1738,1762,the ice age adventures of buck wild,4,2,2,8
1739,1763,thumbelina,4,2,12,6
1740,1764,a goofy movie,4,2,2,8
1741,1765,the beastmaster,3,2,11,44
1742,1766,the scorpion king,3,2,11,44
1743,1767,lost in space,3,2,12,68
1744,1768,the dark crystal,1,9,11,65
1745,1769,the spiderwick chronicles,3,2,5,37
1746,1770,stowaway,1,6,16,77
1747,1771,the host,3,2,5,37
1748,1772,ladyhawke,1,1,5,42
1749,1773,heaven's gate,1,3,9,74
1750,1774,joe dirt,1,1,5,42
1751,1775,tenacious d in the pick of destiny,1,1,13,28
1752,1776,the secret of nimh,4,2,5,73
1753,1777,the promise,3,2,5,37
1754,1778,the guns of navarone,3,2,5,37
1755,1779,starcrash,3,2,7,5
1756,1781,tayna pechati drakona,3,2,12,68
1757,1782,chicken run,4,2,2,8
1758,1783,return to the blue lagoon,1,3,6,86
1759,1784,the good dinosaur,4,2,2,8
1760,1785,johnny english reborn,3,2,2,32
1761,1786,a monster calls,1,3,12,92
1762,1787,the last witch hunter,3,2,11,44
1763,1788,mat kilau,3,2,5,37
1764,1789,untitled star trek sequel,3,2,10,82
1765,1790,jack the giant slayer,3,2,11,44
1766,1791,sonic the hedgehog 3,4,4,4,13
1767,1792,the right stuff,1,7,5,84
1768,1793,eragon,3,2,12,68
1769,1794,the spongebob squarepants movie,4,2,2,8
1770,1795,the land before time,4,2,5,73
1771,1796,the angry birds movie 2,4,4,4,13
1772,1797,baby's day out,1,1,1,0
1773,1798,over the hedge,4,2,2,8
1774,1799,the ghost and the darkness,1,3,16,36
1775,1800,grind,1,1,3,42
1776,1801,flight of the navigator,1,1,12,28
1777,1802,bubble boy,1,1,6,75
1778,1803,the secret life of pets 2,4,2,2,8
1779,1804,the lost world,1,11,7,12
1780,1806,the way back,1,3,14,62
1781,1807,after earth,3,2,7,5
1782,1808,mickey7,1,3,7,86
1783,1809,the imaginarium of doctor parnassus,1,1,11,91
1784,1810,the great race,3,2,2,32
1785,1811,stuart little,1,1,12,28
1786,1813,the poseidon adventure,3,2,5,37
1787,1814,mowgli,1,3,11,95
1788,1815,zathura: a space adventure,3,2,2,32
1789,1816,bedtime stories,1,1,12,28
1790,1817,klaus,4,2,2,8
1791,1818,the deep,1,10,16,1
1792,1819,vertical limit,3,2,5,37
1793,1820,wizards,4,2,11,6
1794,1821,zoolander 2,3,2,2,32
1795,1822,nerve,3,2,1,66
1796,1823,pompeii,3,2,5,37
1797,1824,the bfg,1,9,11,65
1798,1825,monsters vs. aliens,4,4,4,13
1799,1826,all dogs go to heaven,4,2,2,8
1800,1827,madagascar 3: europe's most wanted,4,2,2,8
1801,1828,ice age: continental drift,4,2,2,8
1802,1829,hardcore henry,3,2,7,5
1803,1830,madagascar: escape 2 africa,4,2,2,8
1804,1831,ferngully: the last rainforest,4,2,12,6
1805,1832,despicable me 4,4,2,2,8
1806,1834,charlie's angels: full throttle,3,2,2,32
1807,1835,one hundred and one dalmatians,4,2,2,8
1808,1836,nebraska,1,1,5,42
1809,1837,bubble,4,4,4,13
1810,1838,the smurfs,4,2,2,8
1811,1839,interstate 60: episodes of the road,1,1,5,42
1812,1840,red one,3,2,2,32
1813,1841,national treasure 3,3,2,12,68
1814,1842,valhalla rising,3,2,5,37
1815,1843,the sharkfighters,1,3,15,62
1816,1844,star trek: first contact,3,2,5,37
1817,1845,cheaper by the dozen 2,1,1,12,28
1818,1846,ying xiong,3,2,5,37
1819,1847,2010: the year we make contact,1,10,7,12
1820,1848,kelly's heroes,1,1,15,62
1821,1849,the postman,3,2,5,37
1822,1850,watership down,4,2,5,73
1823,1851,lord of the flies,1,3,16,36
1824,1852,jason and the argonauts,3,2,12,68
1825,1853,the simpsons movie,4,2,2,8
1826,1854,rescue dawn,1,7,15,77
1827,1855,kaze no tani no naushika,4,2,7,5
1828,1856,star trek vi: the undiscovered country,3,2,7,5
1829,1857,hannibal rising,1,15,5,48
1830,1858,the spy who dumped me,3,2,2,32
1831,1859,ice age: collision course,4,2,2,8
1832,1860,rio 2,4,2,2,8
1833,1861,james and the giant peach,4,2,12,6
1834,1862,finding 'ohana,3,2,2,32
1835,1863,rise of the teenage mutant ninja turtles,4,4,4,13
1836,1864,max steel,3,2,11,44
1837,1865,brother bear,4,2,2,8
1838,1866,superman iii,3,2,2,32
1839,1867,pathfinder,3,2,5,37
1840,1868,sleeping beauty,4,2,12,6
1841,1869,the grey,3,2,5,37
1842,1870,horton hears a who!,4,2,2,8
1843,1872,doragon bôru chô: burorî,4,4,4,13
1844,1873,scoob!,4,2,2,8
1845,1874,epic,4,4,4,13
1846,1875,war horse,3,2,5,37
1847,1876,the witcher: nightmare of the wolf,4,4,4,13
1848,1877,the river wild,1,15,16,10
1849,1878,horizon line,3,2,5,37
1850,1879,timeline,3,2,7,5
1851,1880,teenage mutant ninja turtles ii: the secret of the ooze,3,2,2,32
1852,1881,da 5 bloods,1,3,15,62
1853,1882,battlefield earth,3,2,7,5
1854,1883,bean,1,1,12,28
1855,1884,extremely loud &amp; incredibly close,1,3,10,74
1856,1885,the lego movie 2: the second part,4,4,4,13
1857,1886,battle: los angeles,3,2,7,5
1858,1887,artemis fowl,1,9,11,65
1859,1888,the mission,1,3,14,62
1860,1889,the adventures of buckaroo banzai across the 8th dimension,1,1,7,75
1861,1890,the lord of the rings,4,2,11,6
1862,1891,posledniy bogatyr,3,2,2,32
1863,1892,seventh son,3,2,11,44
1864,1893,space cowboys,3,2,16,33
1865,1894,flushed away,4,4,4,13
1866,1895,penguins of madagascar,4,2,2,8
1867,1896,major payne,1,1,12,28
1868,1897,dungeons &amp; dragons,3,2,11,44
1869,1898,six days seven nights,3,2,2,32
1870,1899,the muppets,1,1,12,28
1871,1900,executive decision,3,2,16,33
1872,1901,hustle,0,3,3,93
1873,1902,the wolf of wall street,5,1,1,8
1874,1903,coda,0,3,13,2
1875,1904,"hello, goodbye and everything in between",0,3,6,15
1876,1905,father of the bride,0,3,6,15
1877,1906,jerry &amp; marge go large,5,1,5,25
1878,1907,licorice pizza,0,3,6,15
1879,1908,marcel the shell with shoes on,4,1,12,56
1880,1909,verdens verste menneske,0,3,6,15
1881,1910,don't look up,0,3,7,15
1882,1911,encanto,4,1,12,56
1883,1912,gisaengchung,0,3,16,36
1884,1913,jojo rabbit,0,3,15,62
1885,1914,knives out,0,15,5,48
1886,1915,barefoot,0,3,6,15
1887,1916,jug jugg jeeyo,0,3,12,2
1888,1917,marry me,0,12,6,7
1889,1918,the sandlot,0,3,12,2
1890,1919,vengeance,0,10,16,1
1891,1920,the girl next door,0,3,6,15
1892,1921,the french dispatch,0,3,6,15
1893,1922,the phantom of the open,0,3,3,93
1894,1923,love &amp; gelato,0,3,6,15
1895,1924,alice's restaurant,0,3,13,2
1896,1925,mr. malcolm's list,0,3,6,15
1897,1926,sing,4,1,12,56
1898,1927,the big short,5,1,5,25
1899,1928,10 things i hate about you,0,3,6,15
1900,1929,the terminal,0,3,6,15
1901,1930,hustlers,0,15,5,48
1902,1931,crazy rich asians,0,3,6,15
1903,1932,a league of their own,0,3,3,93
1904,1933,roald dahl's matilda the musical,0,3,12,2
1905,1934,love actually,0,3,6,15
1906,1935,clue,0,15,10,50
1907,1936,nude tuesday,0,3,6,15
1908,1937,about time,0,3,11,49
1909,1938,emma.,0,3,6,15
1910,1939,la la land,0,3,13,2
1911,1940,victor/victoria,0,12,6,7
1912,1941,steel magnolias,0,3,6,15
1913,1942,pitch perfect,0,12,6,7
1914,1943,grease,0,0,6,31
1915,1944,green book,5,1,5,25
1916,1945,vice,5,1,5,25
1917,1946,jerry maguire,0,3,6,15
1918,1947,he's just not that into you,0,3,6,15
1919,1948,a simple favor,0,15,10,50
1920,1949,matilda,0,9,11,16
1921,1950,war dogs,5,1,1,8
1922,1951,secretary,0,3,6,15
1923,1952,"crazy, stupid, love.",0,3,6,15
1924,1953,vicky cristina barcelona,0,3,6,15
1925,1954,diary of a wimpy kid,0,3,12,2
1926,1955,the longest yard,0,15,5,48
1927,1956,la vita è bella,0,3,6,15
1928,1957,lol,0,3,6,15
1929,1958,the wedding singer,0,12,6,7
1930,1959,the intouchables,5,1,5,25
1931,1960,up in the air,0,3,6,15
1932,1961,mamma mia!,0,0,6,31
1933,1962,thoroughbreds,0,15,5,48
1934,1963,"three billboards outside ebbing, missouri",0,15,5,48
1935,1964,you've got mail,0,3,6,15
1936,1965,bring it on,0,5,3,43
1937,1966,jaadugar,0,3,11,49
1938,1967,risky business,0,15,5,48
1939,1968,the spectacular now,0,3,6,15
1940,1969,love &amp; other drugs,0,3,6,15
1941,1970,palm springs,0,11,10,38
1942,1971,when harry met sally...,0,3,6,15
1943,1972,janhit mein jaari,0,3,6,15
1944,1973,bikini beach,0,12,6,7
1945,1974,notting hill,0,3,6,15
1946,1975,rookie of the year,0,9,11,16
1947,1976,the big sick,0,3,6,15
1948,1977,a través de mi ventana,0,3,6,15
1949,1978,the lobster,0,3,6,15
1950,1979,50 first dates,0,3,6,15
1951,1980,in bruges,0,15,5,48
1952,1981,cool world,4,1,11,56
1953,1982,the dirt,5,1,5,25
1954,1983,(500) days of summer,0,3,6,15
1955,1984,gypsy,5,1,5,25
1956,1985,the princess diaries,0,9,6,70
1957,1986,don jon,0,3,6,15
1958,1987,silver linings playbook,0,3,6,15
1959,1988,love sarah,0,3,6,15
1960,1989,midnight in paris,0,11,6,7
1961,1990,the ballad of buster scruggs,0,3,0,96
1962,1991,cocktail,0,3,6,15
1963,1992,weird science,0,5,7,76
1964,1994,gosford park,0,3,10,49
1965,1995,a boy and his dog,0,3,7,15
1966,1996,swiss army man,0,3,11,49
1967,1997,the graduate,0,3,6,15
1968,1998,peggy sue got married,0,3,11,49
1969,1999,footloose,0,3,13,2
1970,2000,the time traveler's wife,0,3,11,49
1971,2001,rumble,4,1,12,56
1972,2002,to all the boys i've loved before,0,3,6,15
1973,2004,rock of ages,0,3,0,96
1974,2005,yesterday,0,11,13,64
1975,2006,fighting with my family,5,1,5,25
1976,2007,i love you,0,3,6,15
1977,2008,sorry to bother you,0,3,11,49
1978,2009,forgetting sarah marshall,0,3,6,15
1979,2010,the favourite,5,1,5,25
1980,2011,mamma mia! here we go again,0,0,6,31
1981,2012,striptease,0,15,5,48
1982,2013,sleepless in seattle,0,3,6,15
1983,2014,sotto il sole di amalfi,0,3,6,15
1984,2015,mary poppins,0,9,11,16
1985,2016,breakfast at tiffany's,0,3,6,15
1986,2017,varsity blues,0,3,6,15
1987,2018,pretty in pink,0,3,6,15
1988,2019,the proposal,0,3,6,15
1989,2020,moonrise kingdom,0,3,6,15
1990,2021,i care a lot,0,15,5,48
1991,2022,cats,0,3,12,2
1992,2023,big,0,3,11,49
1993,2024,empire records,0,3,13,2
1994,2025,say anything...,0,3,6,15
1995,2026,colossal,0,3,11,49
1996,2027,"i, tonya",5,1,5,25
1997,2028,cashback,0,3,6,15
1998,2029,groundhog day,0,3,11,49
1999,2030,13 going on 30,0,11,6,7
2000,2031,zola,0,15,5,48
2001,2032,the little rascals,0,9,6,70
2002,2033,this is 40,0,3,6,15
2003,2034,coyote ugly,0,3,13,2
2004,2035,sex and the city 2,0,3,6,15
2005,2036,she's the man,0,5,3,43
2006,2037,my girl,0,3,12,2
2007,2038,casper,0,9,11,16
2008,2039,some like it hot,0,12,6,7
2009,2040,teen wolf,0,11,6,7
2010,2041,the disaster artist,5,1,5,25
2011,2042,am i ok?,0,3,6,15
2012,2043,the in crowd,0,3,14,62
2013,2044,shallow hal,0,3,11,49
2014,2045,emergency,0,3,16,36
2015,2046,blackkklansman,5,1,1,8
2016,2047,chicago,0,15,0,39
2017,2048,easy a,0,3,6,15
2018,2049,blast from the past,0,3,6,15
2019,2050,hairspray,0,3,0,96
2020,2051,mystic pizza,0,3,6,15
2021,2052,focus,0,15,5,48
2022,2054,now and then,0,3,6,15
2023,2055,as good as it gets,0,3,6,15
2024,2056,annie,0,3,12,2
2025,2057,the talk of the town,0,3,6,15
2026,2058,kiss kiss bang bang,0,15,10,50
2027,2059,working girl,0,3,6,15
2028,2060,ich bin dein mensch,0,3,6,15
2029,2061,funny girl,5,1,5,25
2030,2062,earth girls are easy,0,0,6,31
2031,2063,m*a*s*h,0,3,15,62
2032,2064,begin again,0,3,13,2
2033,2065,the sting,0,15,5,48
2034,2066,the duke,5,1,5,25
2035,2067,practical magic,0,3,11,49
2036,2068,relatos salvajes,0,3,16,36
2037,2069,something's gotta give,0,3,6,15
2038,2070,four weddings and a funeral,0,3,6,15
2039,2071,magic mike xxl,0,3,13,2
2040,2072,my big fat greek wedding,0,3,6,15
2041,2073,out of sight,0,15,5,48
2042,2074,top secret!,0,15,13,45
2043,2075,punch-drunk love,0,3,6,15
2044,2076,tonari no totoro,4,1,12,56
2045,2077,being john malkovich,0,3,11,49
2046,2078,wild at heart,0,15,5,48
2047,2079,the life and times of judge roy bean,0,3,6,15
2048,2080,real genius,0,5,7,76
2049,2081,sister act,0,9,13,16
2050,2082,click,0,3,11,49
2051,2083,the death of stalin,0,3,14,62
2052,2084,high fidelity,0,3,13,2
2053,2085,ocean's eleven,0,15,13,45
2054,2086,"love, simon",0,3,6,15
2055,2087,tootsie,0,3,6,15
2056,2088,bull durham,0,5,3,43
2057,2089,the flintstones,0,9,11,16
2058,2090,burn after reading,0,15,5,48
2059,2091,diet of sex,0,3,6,15
2060,2092,little giants,0,9,3,57
2061,2093,sideways,0,3,6,15
2062,2094,grumpy old men,0,3,6,15
2063,2095,2 days in the valley,0,15,16,10
2064,2096,singin' in the rain,0,0,6,31
2065,2097,sister act 2: back in the habit,0,9,13,16
2066,2098,how do you know,0,3,6,15
2067,2099,can't buy me love,0,3,6,15
2068,2100,a cinderella story,0,9,6,70
2069,2101,shirley valentine,0,3,6,15
2070,2102,pleasantville,0,3,11,49
2071,2103,mannequin,0,11,6,7
2072,2104,the house,4,1,5,25
2073,2105,inherent vice,0,15,5,48
2074,2106,13: the musical,0,3,12,2
2075,2107,chung hing sam lam,0,15,5,48
2076,2108,pride,5,1,5,25
2077,2109,queen bees,0,3,6,15
2078,2111,but i'm a cheerleader,0,3,6,15
2079,2112,ella enchanted,0,9,11,16
2080,2113,sleepover,0,9,6,70
2081,2114,freaky friday,0,9,11,16
2082,2115,tully,0,3,10,49
2083,2116,bottle rocket,0,15,5,48
2084,2117,sabrina,0,3,6,15
2085,2118,beyond the valley of the dolls,0,3,13,2
2086,2119,17 again,0,3,11,49
2087,2120,ever after,0,3,6,15
2088,2122,nacho libre,0,9,3,57
2089,2123,short circuit,0,9,7,70
2090,2124,grease 2,0,12,0,63
2091,2125,just like heaven,0,3,11,49
2092,2126,weird: the al yankovic story,5,1,13,56
2093,2127,the mighty ducks,0,3,12,2
2094,2128,beaches,0,3,13,2
2095,2129,scenes of a sexual nature,0,3,6,15
2096,2130,cocoon,0,3,7,15
